GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),STARTYEAR,ENDYEAR,WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),GHECAUSES (CODE),GHECAUSES (DISPLAY),GHECAUSES (URL),CHILDCAUSE (CODE),CHILDCAUSE (DISPLAY),CHILDCAUSE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2019,2019,,WPR,Western Pacific,,WB_LMI,2019,2019,Lower-middle-income,,VNM,Viet Nam,,AGE45-49,45-49 years,,FMLE,Female,,,,,,,,1090.159319,1090.15932,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2019,2019,,WPR,Western Pacific,,WB_LMI,2019,2019,Lower-middle-income,,VNM,Viet Nam,,AGE50-54,50-54 years,,FMLE,Female,,,,,,,,1689.310199,1689.31020,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2019,2019,,WPR,Western Pacific,,WB_LMI,2019,2019,Lower-middle-income,,VNM,Viet Nam,,AGE55-59,55-59 years,,FMLE,Female,,,,,,,,2527.316381,2527.31638,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2000,2000,,WPR,Western Pacific,,WB_LMI,2000,2000,Lower-middle-income,,VNM,Viet Nam,,AGE30-34,30-34 years,,BTSX,Both sexes,,,,,,,,631.2892342,631.28923,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2000,2000,,WPR,Western Pacific,,WB_LMI,2000,2000,Lower-middle-income,,VNM,Viet Nam,,AGE35-39,35-39 years,,BTSX,Both sexes,,,,,,,,879.4466244,879.44662,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2000,2000,,WPR,Western Pacific,,WB_LMI,2000,2000,Lower-middle-income,,VNM,Viet Nam,,AGE40-44,40-44 years,,BTSX,Both sexes,,,,,,,,1323.633094,1323.63309,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2000,2000,,WPR,Western Pacific,,WB_LMI,2000,2000,Lower-middle-income,,VNM,Viet Nam,,AGE45-49,45-49 years,,BTSX,Both sexes,,,,,,,,2037.200352,2037.20035,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2005,2005,,WPR,Western Pacific,,WB_LMI,2005,2005,Lower-middle-income,,VNM,Viet Nam,,AGE20-24,20-24 years,,BTSX,Both sexes,,,,,,,,511.9321495,511.93215,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2005,2005,,WPR,Western Pacific,,WB_LMI,2005,2005,Lower-middle-income,,VNM,Viet Nam,,AGE25-29,25-29 years,,BTSX,Both sexes,,,,,,,,547.092809,547.09281,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2005,2005,,WPR,Western Pacific,,WB_LMI,2005,2005,Lower-middle-income,,VNM,Viet Nam,,AGE30-34,30-34 years,,BTSX,Both sexes,,,,,,,,663.7252295,663.72523,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2005,2005,,WPR,Western Pacific,,WB_LMI,2005,2005,Lower-middle-income,,VNM,Viet Nam,,AGE35-39,35-39 years,,BTSX,Both sexes,,,,,,,,918.0939438,918.09394,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,WB_LMI,2010,2010,Lower-middle-income,,VNM,Viet Nam,,AGE5-9,5-9 years,,BTSX,Both sexes,,,,,,,,177.744136,177.74414,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,WB_LMI,2010,2010,Lower-middle-income,,VNM,Viet Nam,,AGE10-14,10-14 years,,BTSX,Both sexes,,,,,,,,183.4450513,183.44505,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,WB_LMI,2010,2010,Lower-middle-income,,VNM,Viet Nam,,AGE15-19,15-19  years,,BTSX,Both sexes,,,,,,,,381.0996409,381.09964,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,WB_LMI,2010,2010,Lower-middle-income,,VNM,Viet Nam,,AGE20-24,20-24 years,,BTSX,Both sexes,,,,,,,,520.19804,520.19804,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,WB_LMI,2010,2010,Lower-middle-income,,VNM,Viet Nam,,AGE25-29,25-29 years,,BTSX,Both sexes,,,,,,,,545.5590051,545.55901,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2015,2015,,WPR,Western Pacific,,WB_LMI,2015,2015,Lower-middle-income,,VNM,Viet Nam,,AGELT1,<1 year,,BTSX,Both sexes,,,,,,,,1774.381543,1774.38154,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2015,2015,,WPR,Western Pacific,,WB_LMI,2015,2015,Lower-middle-income,,VNM,Viet Nam,,AGE1-4,1-4 years,,BTSX,Both sexes,,,,,,,,436.5823125,436.58231,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2015,2015,,WPR,Western Pacific,,WB_LMI,2015,2015,Lower-middle-income,,VNM,Viet Nam,,AGE5-9,5-9 years,,BTSX,Both sexes,,,,,,,,121.9790977,121.97910,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2015,2015,,WPR,Western Pacific,,WB_LMI,2015,2015,Lower-middle-income,,VNM,Viet Nam,,AGE10-14,10-14 years,,BTSX,Both sexes,,,,,,,,163.4713234,163.47132,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2015,2015,,WPR,Western Pacific,,WB_LMI,2015,2015,Lower-middle-income,,VNM,Viet Nam,,AGE80-84,80-84 years,,BTSX,Both sexes,,,,,,,,16752.73782,16752.73782,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2015,2015,,WPR,Western Pacific,,WB_LMI,2015,2015,Lower-middle-income,,VNM,Viet Nam,,AGE85PLUS,85+ years,,BTSX,Both sexes,,,,,,,,25291.1675,25291.16750,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2019,2019,,WPR,Western Pacific,,WB_LMI,2019,2019,Lower-middle-income,,VNM,Viet Nam,,AGELT1,<1 year,,BTSX,Both sexes,,,,,,,,1559.615356,1559.61536,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2019,2019,,WPR,Western Pacific,,WB_LMI,2019,2019,Lower-middle-income,,VNM,Viet Nam,,AGE1-4,1-4 years,,BTSX,Both sexes,,,,,,,,412.4434343,412.44343,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2019,2019,,WPR,Western Pacific,,WB_LMI,2019,2019,Lower-middle-income,,VNM,Viet Nam,,AGE70-74,70-74 years,,BTSX,Both sexes,,,,,,,,11778.54995,11778.54995,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2019,2019,,WPR,Western Pacific,,WB_LMI,2019,2019,Lower-middle-income,,VNM,Viet Nam,,AGE75-79,75-79 years,,BTSX,Both sexes,,,,,,,,14861.82379,14861.82379,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2019,2019,,WPR,Western Pacific,,WB_LMI,2019,2019,Lower-middle-income,,VNM,Viet Nam,,AGE80-84,80-84 years,,BTSX,Both sexes,,,,,,,,16805.64395,16805.64395,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,PUBLISHED,Published,,2019,2019,,WPR,Western Pacific,,WB_LMI,2019,2019,Lower-middle-income,,VNM,Viet Nam,,AGE85PLUS,85+ years,,BTSX,Both sexes,,,,,,,,26443.88237,26443.88237,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2000,2000,,WPR,Western Pacific,,WB_LMI,2000,2000,Lower-middle-income,,VNM,Viet Nam,,AGE55-59,55-59 years,,MLE,Male,,,,,,,,0.075240605,0.07524,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2000,2000,,WPR,Western Pacific,,WB_LMI,2000,2000,Lower-middle-income,,VNM,Viet Nam,,AGE60-64,60-64 years,,MLE,Male,,,,,,,,0.114734164,0.11473,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2000,2000,,WPR,Western Pacific,,WB_LMI,2000,2000,Lower-middle-income,,VNM,Viet Nam,,AGE65-69,65-69 years,,MLE,Male,,,,,,,,0.16825314,0.16825,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2000,2000,,WPR,Western Pacific,,WB_LMI,2000,2000,Lower-middle-income,,VNM,Viet Nam,,AGE70-74,70-74 years,,MLE,Male,,,,,,,,0.248765935,0.24877,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2005,2005,,WPR,Western Pacific,,WB_LMI,2005,2005,Lower-middle-income,,VNM,Viet Nam,,AGE45-49,45-49 years,,MLE,Male,,,,,,,,0.032087167,0.03209,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2005,2005,,WPR,Western Pacific,,WB_LMI,2005,2005,Lower-middle-income,,VNM,Viet Nam,,AGE50-54,50-54 years,,MLE,Male,,,,,,,,0.050057775,0.05006,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2005,2005,,WPR,Western Pacific,,WB_LMI,2005,2005,Lower-middle-income,,VNM,Viet Nam,,AGE55-59,55-59 years,,MLE,Male,,,,,,,,0.075992101,0.07599,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2005,2005,,WPR,Western Pacific,,WB_LMI,2005,2005,Lower-middle-income,,VNM,Viet Nam,,AGE60-64,60-64 years,,MLE,Male,,,,,,,,0.114331588,0.11433,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,WB_LMI,2010,2010,Lower-middle-income,,VNM,Viet Nam,,AGE35-39,35-39 years,,MLE,Male,,,,,,,,0.01378912,0.01379,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,WB_LMI,2010,2010,Lower-middle-income,,VNM,Viet Nam,,AGE40-44,40-44 years,,MLE,Male,,,,,,,,0.020572726,0.02057,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,WB_LMI,2010,2010,Lower-middle-income,,VNM,Viet Nam,,AGE45-49,45-49 years,,MLE,Male,,,,,,,,0.032147544,0.03215,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,WB_LMI,2010,2010,Lower-middle-income,,VNM,Viet Nam,,AGE50-54,50-54 years,,MLE,Male,,,,,,,,0.04994561,0.04995,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2015,2015,,WPR,Western Pacific,,WB_LMI,2015,2015,Lower-middle-income,,VNM,Viet Nam,,AGE20-24,20-24 years,,MLE,Male,,,,,,,,0.007979258,0.00798,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2015,2015,,WPR,Western Pacific,,WB_LMI,2015,2015,Lower-middle-income,,VNM,Viet Nam,,AGE25-29,25-29 years,,MLE,Male,,,,,,,,0.007973603,0.00797,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2015,2015,,WPR,Western Pacific,,WB_LMI,2015,2015,Lower-middle-income,,VNM,Viet Nam,,AGE30-34,30-34 years,,MLE,Male,,,,,,,,0.00921149,0.00921,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2015,2015,,WPR,Western Pacific,,WB_LMI,2015,2015,Lower-middle-income,,VNM,Viet Nam,,AGE35-39,35-39 years,,MLE,Male,,,,,,,,0.012655239,0.01266,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2015,2015,,WPR,Western Pacific,,WB_LMI,2015,2015,Lower-middle-income,,VNM,Viet Nam,,AGE40-44,40-44 years,,MLE,Male,,,,,,,,0.01924539,0.01925,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2019,2019,,WPR,Western Pacific,,WB_LMI,2019,2019,Lower-middle-income,,VNM,Viet Nam,,AGE10-14,10-14 years,,MLE,Male,,,,,,,,0.001892776,0.00189,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2019,2019,,WPR,Western Pacific,,WB_LMI,2019,2019,Lower-middle-income,,VNM,Viet Nam,,AGE15-19,15-19  years,,MLE,Male,,,,,,,,0.005250799,0.00525,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2019,2019,,WPR,Western Pacific,,WB_LMI,2019,2019,Lower-middle-income,,VNM,Viet Nam,,AGE20-24,20-24 years,,MLE,Male,,,,,,,,0.007414065,0.00741,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2019,2019,,WPR,Western Pacific,,WB_LMI,2019,2019,Lower-middle-income,,VNM,Viet Nam,,AGE25-29,25-29 years,,MLE,Male,,,,,,,,0.007311412,0.00731,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2000,2000,,WPR,Western Pacific,,WB_LMI,2000,2000,Lower-middle-income,,VNM,Viet Nam,,AGE1-4,1-4 years,,FMLE,Female,,,,,,,,0.004652878,0.00465,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2000,2000,,WPR,Western Pacific,,WB_LMI,2000,2000,Lower-middle-income,,VNM,Viet Nam,,AGE5-9,5-9 years,,FMLE,Female,,,,,,,,0.002886473,0.00289,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2000,2000,,WPR,Western Pacific,,WB_LMI,2000,2000,Lower-middle-income,,VNM,Viet Nam,,AGE10-14,10-14 years,,FMLE,Female,,,,,,,,0.001557347,0.00156,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2000,2000,,WPR,Western Pacific,,WB_LMI,2000,2000,Lower-middle-income,,VNM,Viet Nam,,AGE15-19,15-19  years,,FMLE,Female,,,,,,,,0.002081822,0.00208,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2000,2000,,WPR,Western Pacific,,WB_LMI,2000,2000,Lower-middle-income,,VNM,Viet Nam,,AGE85PLUS,85+ years,,FMLE,Female,,,,,,,,1,1.00000,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2005,2005,,WPR,Western Pacific,,WB_LMI,2005,2005,Lower-middle-income,,VNM,Viet Nam,,AGELT1,<1 year,,FMLE,Female,,,,,,,,0.015603355,0.01560,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2005,2005,,WPR,Western Pacific,,WB_LMI,2005,2005,Lower-middle-income,,VNM,Viet Nam,,AGE1-4,1-4 years,,FMLE,Female,,,,,,,,0.003791951,0.00379,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2005,2005,,WPR,Western Pacific,,WB_LMI,2005,2005,Lower-middle-income,,VNM,Viet Nam,,AGE5-9,5-9 years,,FMLE,Female,,,,,,,,0.001919104,0.00192,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2005,2005,,WPR,Western Pacific,,WB_LMI,2005,2005,Lower-middle-income,,VNM,Viet Nam,,AGE70-74,70-74 years,,FMLE,Female,,,,,,,,0.1332925,0.13329,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2005,2005,,WPR,Western Pacific,,WB_LMI,2005,2005,Lower-middle-income,,VNM,Viet Nam,,AGE75-79,75-79 years,,FMLE,Female,,,,,,,,0.224119629,0.22412,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2005,2005,,WPR,Western Pacific,,WB_LMI,2005,2005,Lower-middle-income,,VNM,Viet Nam,,AGE80-84,80-84 years,,FMLE,Female,,,,,,,,0.367953118,0.36795,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2005,2005,,WPR,Western Pacific,,WB_LMI,2005,2005,Lower-middle-income,,VNM,Viet Nam,,AGE85PLUS,85+ years,,FMLE,Female,,,,,,,,1,1.00000,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,WB_LMI,2010,2010,Lower-middle-income,,VNM,Viet Nam,,AGE60-64,60-64 years,,FMLE,Female,,,,,,,,0.0465367,0.04654,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,WB_LMI,2010,2010,Lower-middle-income,,VNM,Viet Nam,,AGE65-69,65-69 years,,FMLE,Female,,,,,,,,0.076482028,0.07648,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,WB_LMI,2010,2010,Lower-middle-income,,VNM,Viet Nam,,AGE70-74,70-74 years,,FMLE,Female,,,,,,,,0.130423057,0.13042,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2010,2010,,WPR,Western Pacific,,WB_LMI,2010,2010,Lower-middle-income,,VNM,Viet Nam,,AGE75-79,75-79 years,,FMLE,Female,,,,,,,,0.218105948,0.21811,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2015,2015,,WPR,Western Pacific,,WB_LMI,2015,2015,Lower-middle-income,,VNM,Viet Nam,,AGE50-54,50-54 years,,FMLE,Female,,,,,,,,0.018271679,0.01827,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2015,2015,,WPR,Western Pacific,,WB_LMI,2015,2015,Lower-middle-income,,VNM,Viet Nam,,AGE55-59,55-59 years,,FMLE,Female,,,,,,,,0.027710822,0.02771,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2015,2015,,WPR,Western Pacific,,WB_LMI,2015,2015,Lower-middle-income,,VNM,Viet Nam,,AGE60-64,60-64 years,,FMLE,Female,,,,,,,,0.044786304,0.04479,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2015,2015,,WPR,Western Pacific,,WB_LMI,2015,2015,Lower-middle-income,,VNM,Viet Nam,,AGE65-69,65-69 years,,FMLE,Female,,,,,,,,0.073710237,0.07371,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2019,2019,,WPR,Western Pacific,,WB_LMI,2019,2019,Lower-middle-income,,VNM,Viet Nam,,AGE35-39,35-39 years,,FMLE,Female,,,,,,,,0.004553752,0.00455,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2019,2019,,WPR,Western Pacific,,WB_LMI,2019,2019,Lower-middle-income,,VNM,Viet Nam,,AGE40-44,40-44 years,,FMLE,Female,,,,,,,,0.007233993,0.00723,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2019,2019,,WPR,Western Pacific,,WB_LMI,2019,2019,Lower-middle-income,,VNM,Viet Nam,,AGE45-49,45-49 years,,FMLE,Female,,,,,,,,0.011337729,0.01134,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2019,2019,,WPR,Western Pacific,,WB_LMI,2019,2019,Lower-middle-income,,VNM,Viet Nam,,AGE50-54,50-54 years,,FMLE,Female,,,,,,,,0.017770413,0.01777,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2019,2019,,WPR,Western Pacific,,WB_LMI,2019,2019,Lower-middle-income,,VNM,Viet Nam,,AGE55-59,55-59 years,,FMLE,Female,,,,,,,,0.027066664,0.02707,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2000,2000,,WPR,Western Pacific,,WB_LMI,2000,2000,Lower-middle-income,,VNM,Viet Nam,,AGE25-29,25-29 years,,BTSX,Both sexes,,,,,,,,0.005431726,0.00543,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2000,2000,,WPR,Western Pacific,,WB_LMI,2000,2000,Lower-middle-income,,VNM,Viet Nam,,AGE30-34,30-34 years,,BTSX,Both sexes,,,,,,,,0.006672846,0.00667,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2000,2000,,WPR,Western Pacific,,WB_LMI,2000,2000,Lower-middle-income,,VNM,Viet Nam,,AGE35-39,35-39 years,,BTSX,Both sexes,,,,,,,,0.009358364,0.00936,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2000,2000,,WPR,Western Pacific,,WB_LMI,2000,2000,Lower-middle-income,,VNM,Viet Nam,,AGE40-44,40-44 years,,BTSX,Both sexes,,,,,,,,0.014218097,0.01422,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,PUBLISHED,Published,,2005,2005,,WPR,Western Pacific,,WB_LMI,2005,2005,Lower-middle-income,,VNM,Viet Nam,,AGE15-19,15-19  years,,BTSX,Both sexes,,,,,,,,0.003969426,0.00397,,,,,
